"","year","marital","age","race","rincome","partyid","relig","denom","tvhours"
"325",2000,"Married",68,"White","Not applicable","Strong republican","Protestant","United methodist",3
"326",2000,"Married",26,"White","$25000 or more","Independent","Protestant","United methodist",1
"327",2000,"Never married",84,"White","Not applicable","Ind,near rep","Catholic","Not applicable",NA
"328",2000,"Never married",23,"Other","$20000 - 24999","Not str republican","Catholic","Not applicable",2
"329",2000,"Never married",22,"White","$15000 - 19999","Strong democrat","Protestant","Other",6
"330",2000,"Married",42,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
"331",2000,"Widowed",53,"White","$25000 or more","Independent","Protestant","Luth ch in america",1
"332",2000,"Married",43,"White","$25000 or more","Independent","Catholic","Not applicable",3
"333",2000,"Married",49,"White","$25000 or more","Not str democrat","Protestant","Evangelical luth",NA
"334",2000,"Widowed",74,"White","Not applicable","Not str democrat","Catholic","Not applicable",1
"335",2000,"Married",47,"White","$6000 to 6999","Strong republican","Protestant","Other baptists",1
"336",2000,"Married",37,"White","$25000 or more","Independent","Catholic","Not applicable",2
"337",2000,"Married",42,"White","$25000 or more","Ind,near rep","None","Not applicable",2
"338",2000,"Never married",18,"White","Not applicable","Not str democrat","None","Not applicable",NA
"339",2000,"Never married",22,"White","$10000 - 14999","Independent","Other","Not applicable",12
"340",2000,"Married",51,"White","$25000 or more","Other party","None","Not applicable",NA
"341",2000,"Married",30,"White","$25000 or more","Ind,near rep","Protestant","Other",NA
"342",2000,"Married",59,"White","$25000 or more","Independent","None","Not applicable",1
"343",2000,"Married",52,"White","$20000 - 24999","Independent","Protestant","Wi evan luth synod",NA
"344",2000,"Married",58,"White","$3000 to 3999","Independent","None","Not applicable",8
"345",2000,"Never married",40,"White","$25000 or more","Independent","Jewish","Not applicable",2
"346",2000,"Married",63,"White","Refused","Strong republican","Protestant","United methodist",2
"347",2000,"Married",56,"White","Refused","Ind,near rep","Protestant","United methodist",NA
"348",2000,"Never married",25,"White","$6000 to 6999","Ind,near rep","Catholic","Not applicable",0
"349",2000,"Never married",28,"Black","$25000 or more","Not str democrat","Protestant","Other",NA
"350",2000,"Widowed",67,"White","No answer","Strong republican","Catholic","Not applicable",8
"351",2000,"Married",37,"White","Not applicable","Ind,near rep","Catholic","Not applicable",3
"352",2000,"Married",72,"Other","Not applicable","Ind,near dem","Protestant","Lutheran-dk which",NA
"353",2000,"Married",54,"White","$10000 - 14999","Ind,near rep","Catholic","Not applicable",4
"354",2000,"Never married",19,"White","Don't know","Independent","Protestant","Other presbyterian",7
"355",2000,"Married",44,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",8
"356",2000,"Married",42,"White","$25000 or more","Not str republican","Protestant","Am lutheran",2
"357",2000,"Never married",19,"White","$3000 to 3999","Independent","Catholic","Not applicable",NA
"358",2000,"Married",43,"White","$25000 or more","Not str republican","Protestant","Evangelical luth",NA
"359",2000,"Divorced",59,"White","$25000 or more","Independent","Protestant","Methodist-dk which",1
"360",2000,"Married",52,"White","$25000 or more","Independent","Protestant","Am baptist asso",2
"361",2000,"Married",40,"White","$25000 or more","Ind,near dem","Orthodox-christian","Not applicable",NA
"362",2000,"Separated",51,"White","Not applicable","Not str democrat","None","Not applicable",12
"363",2000,"Never married",50,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
"364",2000,"Never married",45,"White","Refused","Ind,near rep","Catholic","Not applicable",NA
"365",2000,"Married",36,"White","$25000 or more","Strong democrat","Jewish","Not applicable",1
"366",2000,"Married",45,"White","$25000 or more","Independent","Protestant","Other presbyterian",2
"367",2000,"Divorced",71,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
"368",2000,"Married",58,"Black","$25000 or more","Not str democrat","Protestant","Afr meth episcopal",4
"369",2000,"Married",31,"White","$25000 or more","Not str republican","Christian","Not applicable",NA
"370",2000,"Never married",25,"White","$25000 or more","Independent","None","Not applicable",2
"371",2000,"Never married",34,"Other","$15000 - 19999","Not str democrat","Catholic","Not applicable",2
"372",2000,"Never married",48,"White","$25000 or more","Independent","None","Not applicable",3
"373",2000,"Never married",26,"White","$20000 - 24999","Ind,near dem","Catholic","Not applicable",NA
"374",2000,"Divorced",35,"White","$25000 or more","Other party","None","Not applicable",1
"375",2000,"Married",42,"White","$25000 or more","Strong democrat","Christian","Not applicable",3
"376",2000,"Married",52,"Black","$20000 - 24999","Independent","None","Not applicable",1
"377",2000,"Divorced",27,"White","$25000 or more","Other party","None","Not applicable",2
"378",2000,"Never married",44,"White","Not applicable","Strong democrat","None","Not applicable",NA
"379",2000,"Never married",38,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",1
"380",2000,"Married",75,"Other","Not applicable","Ind,near dem","Catholic","Not applicable",4
"381",2000,"Never married",42,"Other","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"382",2000,"Widowed",89,"White","Not applicable","Not str republican","Protestant","Evangelical luth",3
"383",2000,"Married",52,"White","$25000 or more","Not str republican","Protestant","No answer",2
"384",2000,"Married",74,"White","Not applicable","Not str democrat","None","Not applicable",NA
"385",2000,"Divorced",61,"White","Not applicable","Strong republican","None","Not applicable",NA
"386",2000,"Married",76,"White","Not applicable","Strong republican","Protestant","No denomination",5
"387",2000,"Married",50,"Other","$25000 or more","Not str democrat","Protestant","United pres ch in us",1
"388",2000,"Separated",44,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"389",2000,"Married",38,"White","$25000 or more","Independent","Orthodox-christian","Not applicable",NA
"390",2000,"Married",53,"Other","$25000 or more","Not str republican","Catholic","Not applicable",NA
"391",2000,"Married",71,"White","Refused","Not str democrat","Jewish","Not applicable",NA
"392",2000,"Widowed",73,"White","Not applicable","Independent","Catholic","Not applicable",NA
"393",2000,"Divorced",43,"White","Not applicable","Independent","Jewish","Not applicable",1
"394",2000,"Married",36,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"395",2000,"Married",40,"White","Not applicable","Strong democrat","Jewish","Not applicable",2
"396",2000,"Married",42,"White","Refused","Not str republican","None","Not applicable",4
"397",2000,"Divorced",68,"White","$20000 - 24999","Not str republican","Protestant","Other",NA
"398",2000,"Married",45,"White","$25000 or more","Strong democrat","None","Not applicable",12
"399",2000,"Divorced",34,"White","$25000 or more","Independent","None","Not applicable",NA
"400",2000,"Never married",26,"White","$8000 to 9999","Not str democrat","Protestant","Other",5
"401",2000,"Married",49,"White","$25000 or more","Independent","None","Not applicable",2
"402",2000,"Married",59,"White","$15000 - 19999","Independent","Protestant","Am baptist asso",NA
"403",2000,"Never married",45,"White","Not applicable","Not str democrat","Jewish","Not applicable",NA
"404",2000,"Separated",77,"White","Not applicable","Independent","None","Not applicable",NA
"405",2000,"Separated",56,"Black","Not applicable","Not str democrat","Protestant","Baptist-dk which",NA
"406",2000,"Never married",48,"Black","Not applicable","Ind,near dem","None","Not applicable",1
"407",2000,"Divorced",57,"White","Not applicable","Independent","Protestant","Southern baptist",12
"408",2000,"Married",37,"Other","$25000 or more","Not str republican","None","Not applicable",NA
"409",2000,"Married",35,"Other","$1000 to 2999","Not str democrat","Catholic","Not applicable",3
"410",2000,"Married",42,"Other","$25000 or more","Not str republican","Protestant","Other",NA
"411",2000,"Married",46,"White","$20000 - 24999","Strong republican","Protestant","Baptist-dk which",2
"412",2000,"Married",53,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
"413",2000,"Never married",28,"White","$25000 or more","Strong republican","Protestant","Presbyterian c in us",1
"414",2000,"Married",54,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"415",2000,"Married",38,"White","$20000 - 24999","Ind,near dem","Catholic","Not applicable",0
"416",2000,"Married",32,"White","$1000 to 2999","Not str democrat","Catholic","Not applicable",2
"417",2000,"Married",53,"White","$25000 or more","Not str republican","Protestant","Episcopal",1
"418",2000,"Never married",20,"White","$5000 to 5999","Ind,near dem","Jewish","Not applicable",NA
"419",2000,"Married",40,"White","Not applicable","Strong republican","Protestant","Am lutheran",NA
"420",2000,"Married",46,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
"421",2000,"Married",41,"White","$25000 or more","Ind,near rep","Protestant","Lutheran-mo synod",2
"422",2000,"Married",29,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
"423",2000,"Divorced",53,"White","$25000 or more","Not str democrat","Protestant","No denomination",1
"424",2000,"Divorced",73,"White","$6000 to 6999","Independent","None","Not applicable",2
"425",2000,"Married",58,"White","Not applicable","Strong democrat","Catholic","Not applicable",3
"426",2000,"Married",58,"White","Don't know","Not str democrat","Protestant","Presbyterian c in us",3
"427",2000,"Married",52,"White","Not applicable","Not str republican","Protestant","Am lutheran",1
"428",2000,"Married",35,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",1
"429",2000,"Never married",37,"Black","$25000 or more","Strong democrat","None","Not applicable",NA
"430",2000,"Married",41,"Other","$20000 - 24999","Not str democrat","Catholic","Not applicable",NA
"431",2000,"Never married",38,"White","$25000 or more","Strong democrat","Jewish","Not applicable",3
"432",2000,"Married",34,"White","$25000 or more","Independent","Other","Not applicable",2
"433",2000,"Never married",39,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"434",2000,"Divorced",56,"White","$25000 or more","Not str republican","Protestant","Am bapt ch in usa",NA
"435",2000,"Divorced",52,"White","$20000 - 24999","Independent","Protestant","Other",6
"436",2000,"Divorced",36,"White","$25000 or more","Ind,near rep","Christian","Not applicable",4
"437",2000,"Never married",20,"Other","Don't know","Independent","None","Not applicable",4
"438",2000,"Married",28,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
"439",2000,"Separated",38,"Other","Not applicable","Strong democrat","Catholic","Not applicable",3
"440",2000,"Divorced",79,"White","Not applicable","Not str democrat","Protestant","Southern baptist",NA
"441",2000,"Widowed",84,"White","Not applicable","Strong democrat","Catholic","Not applicable",11
"442",2000,"Divorced",61,"White","$25000 or more","Not str republican","Protestant","United pres ch in us",NA
"443",2000,"Divorced",47,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",2
"444",2000,"Never married",20,"White","Refused","Independent","Protestant","Am baptist asso",2
"445",2000,"Divorced",38,"Black","$25000 or more","Not str democrat","Protestant","Southern baptist",NA
"446",2000,"Widowed",38,"White","$25000 or more","Strong democrat","Protestant","Methodist-dk which",8
"447",2000,"Divorced",70,"White","Not applicable","Strong republican","Protestant","Other",2
"448",2000,"Divorced",54,"White","$20000 - 24999","Not str republican","Protestant","Presbyterian-dk wh",NA
"449",2000,"Divorced",32,"White","Not applicable","Strong democrat","None","Not applicable",NA
"450",2000,"Never married",31,"White","$1000 to 2999","Independent","Catholic","Not applicable",4
"451",2000,"Divorced",26,"Black","$25000 or more","Strong democrat","None","Not applicable",4
"452",2000,"Widowed",84,"White","Not applicable","Strong democrat","Catholic","Not applicable",6
"453",2000,"Widowed",42,"Other","$25000 or more","Strong republican","Catholic","Not applicable",NA
"454",2000,"Married",41,"Black","$25000 or more","Not str republican","None","Not applicable",7
"455",2000,"Married",32,"White","Not applicable","Independent","Catholic","Not applicable",NA
"456",2000,"Never married",25,"White","$15000 - 19999","Strong republican","Protestant","Presbyterian c in us",NA
"457",2000,"Never married",51,"White","Not applicable","Independent","Other","Not applicable",NA
"458",2000,"Never married",30,"White","$20000 - 24999","Independent","None","Not applicable",10
"459",2000,"Married",34,"White","$3000 to 3999","Independent","Catholic","Not applicable",2
